x,y,z,Rho(ohm.m),M (mV/V),SP (mV),xA (m),xB (m),xM (m),xN (m),Dev. M (mV/V),VMN (mV),IAB (mA)
510250,459399,602,648.19,16.3,-1.81,510250,9999999,510500,510550,0.09,27.51,400
510250,459399,602,725.08,16.55,-19.64,510250,9999999,510300,510350,0.02,853.955,740
510250,459399,602,970.07,15.63,-24.4,510250,9999999,510350,510400,0.02,380.834,740
510250,459399,602,1080.49,17.66,-41.83,510250,9999999,510400,510450,0.01,212.091,740
510250,459399,602,1096.0,18.21,-13.71,510250,9999999,510450,510500,0.04,129.081,740
510250,459399,602,350.5,16.3,-2.2,510250,9999999,510500,510550,0.14,27.52,740
510299,459401,599,948.65,16.62,-23.58,510300,9999999,510350,510400,0.06,1305.997,865
510299,459401,599,1081.6,15.84,-46.93,510300,9999999,510400,510450,0.06,496.345,865
510299,459401,599,1225.05,16.33,-12.75,510300,9999999,510450,510500,0.06,281.085,865
510299,459401,599,406.91,14.62,-3.46,510300,9999999,510500,510550,0.03,56.019,865
510350,459404,599,1258.91,15.18,-50.57,510350,9999999,510400,510450,0.03,1502.715,750
510350,459404,599,1756.3,14.94,-12.49,510350,9999999,510450,510500,0.06,698.81,750
510350,459404,599,616.85,13.13,-4.35,510350,9999999,510500,510550,0.02,122.719,750
510400,459403,593,2437.6,15.63,-13.3,510400,9999999,510450,510500,0.02,2366.536,610
510400,459403,593,1026.84,13.42,-5.64,510400,9999999,510500,510550,0.01,332.3,610
510450,459400,589,1134.85,14.88,-7.77,510450,9999999,510500,510550,0.0,1318.508,730
