x,y,z,Rho(ohm.m),M (mV/V),SP (mV),xA (m),xB (m),xM (m),xN (m),Dev. M (mV/V),VMN (mV),IAB (mA)
510011,459600,611,583.68,13.86,-31.42,459600,9999999,459750,459800,0.11,71.219,460
510011,459600,611,514.58,13.57,82.93,459600,9999999,459800,459850,0.2,37.673,460
510011,459600,611,315.32,16.95,9.71,459600,9999999,459850,459900,0.25,15.39,460
510011,459600,611,195.65,22.96,53.72,459600,9999999,459900,459950,3.69,6.821,460
510011,459600,611,153.03,25.61,-24.18,459600,9999999,459950,460000,7.93,4.001,460
510011,459600,611,67.77,12.22,-78.81,459600,9999999,460000,460050,15.21,1.378,460
510011,459600,611,43.73,14.87,11.08,459600,9999999,460050,460100,8.15,0.712,460
510012,459650,610,1126.65,18.9,-0.35,459650,9999999,459700,459750,0.02,986.212,550
510012,459650,610,586.13,14.65,-37.91,459650,9999999,459750,459800,0.13,171.023,550
510012,459650,610,535.11,12.85,69.1,459650,9999999,459800,459850,0.25,78.069,550
510012,459650,610,321.91,16.48,1.42,459650,9999999,459850,459900,0.07,28.178,550
510012,459650,610,185.87,22.5,41.36,459650,9999999,459900,459950,0.28,10.847,550
510012,459650,610,148.4,23.58,-7.62,459650,9999999,459950,460000,0.77,6.186,550
510012,459650,610,69.84,22.28,-52.99,459650,9999999,460000,460050,1.69,2.183,550
510012,459650,610,48.41,16.79,-12.88,459650,9999999,460050,460100,0.91,1.177,550
510010,459700,613,827.46,19.21,-27.59,459700,9999999,459750,459800,0.03,842.842,640
510010,459700,613,502.38,15.28,49.48,459700,9999999,459800,459850,0.02,170.574,640
510010,459700,613,285.1,17.12,12.89,459700,9999999,459850,459900,0.05,48.399,640
510010,459700,613,158.88,22.8,35.84,459700,9999999,459900,459950,0.68,16.183,640
510010,459700,613,133.28,24.9,-27.54,459700,9999999,459950,460000,1.29,9.05,640
510010,459700,613,61.83,20.56,-27.26,459700,9999999,460000,460050,0.95,2.999,640
510010,459700,613,46.98,19.67,-15.71,459700,9999999,460050,460100,2.17,1.709,640
510011,459750,610,1202.87,17.66,49.41,459750,9999999,459800,459850,0.0,1091.224,570
510011,459750,610,397.47,18.92,26.91,459750,9999999,459850,459900,0.09,120.193,570
510011,459750,610,145.85,22.43,33.2,459750,9999999,459900,459950,2.46,22.052,570
510011,459750,610,57.41,19.95,0.88,459750,9999999,460000,460050,1.01,3.472,570
510011,459750,610,46.8,22.01,-26.09,459750,9999999,460050,460100,8.27,2.022,570
510011,459750,610,1202.44,17.59,50.01,459750,9999999,459800,459850,0.07,1090.835,570
510011,459750,610,397.33,19.0,26.64,459750,9999999,459850,459900,0.52,120.152,570
510011,459750,610,146.3,24.67,33.4,459750,9999999,459900,459950,0.12,22.12,570
510011,459750,610,116.87,25.16,-50.44,459750,9999999,459950,460000,0.44,10.602,570
510011,459750,610,57.44,20.96,2.41,459750,9999999,460000,460050,1.23,3.474,570
510011,459750,610,46.22,18.84,-26.69,459750,9999999,460050,460100,1.3,1.997,570
510011,459800,612,1079.74,18.54,31.07,459800,9999999,459850,459900,0.03,1409.143,820
510011,459800,612,206.85,26.96,35.0,459800,9999999,459900,459950,0.05,89.987,820
510011,459800,612,105.87,27.1,-55.79,459800,9999999,459950,460000,0.45,23.028,820
510011,459800,612,53.58,22.96,9.12,459800,9999999,460000,460050,0.6,6.992,820
510011,459800,612,45.39,19.72,-29.29,459800,9999999,460050,460100,0.18,3.949,820
510012,459850,610,593.07,23.13,36.18,459850,9999999,459900,459950,0.09,627.692,665
510012,459850,610,121.92,29.47,-59.51,459850,9999999,459950,460000,0.2,43.013,665
510012,459850,610,50.65,24.43,13.11,459850,9999999,460000,460050,0.51,8.935,665
510012,459850,610,44.55,20.8,-30.87,459850,9999999,460050,460100,0.44,4.716,665
510010,459900,609,422.55,23.86,-62.94,459900,9999999,459950,460000,0.04,423.683,630
510010,459900,609,53.9,26.68,16.51,459900,9999999,460000,460050,0.38,18.015,630
510010,459900,609,38.19,21.97,-32.42,459900,9999999,460050,460100,0.35,6.381,630
510008,459950,608,214.92,26.87,17.66,459950,9999999,460000,460050,0.03,181.291,530
510008,459950,608,38.46,24.91,-33.02,459950,9999999,460050,460100,0.49,10.813,530
510009,460000,606,103.4,33.33,-33.14,460000,9999999,460050,460100,0.24,92.155,560
